Numero,UsoIP,URLLargo,URLCorto,SimboloArroba,Redireccion,PrefijoSufijo,SubDominio,HTTPS,ExpiracionCreacionDominio,Icono,NoPuertoStd,HTTPSURLDominio,URLRespuesta,URLAnclaje,ScriptEnlaceEnEtiquetas,ControladorFormulariosServidor,InformacionCorreo,URLAnormal,ReenvioSitiosWeb,BarraEstadoPersonalizado,DeshabilitacionClicDerecho,UsoVentanaEmergente,RedireccionMarcoFlotante,EdadDeDominio,GrabacionDNS,TraficoSitioWeb,RangoPagina,IndiceGoogle,EnlacesApuntanPagina,ReporteEstadisticas,Clase,Url,Mensaje
123,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/tripticos,Sitio web sospechoso detectado
124,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/periodico-bitacora-economica,Sitio web sospechoso detectado
125,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vpcf/directrices-y-clasificadores-presupuestarios,Sitio web sospechoso detectado
126,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/publicaciones-luis-arce-catacora,Sitio web sospechoso detectado
127,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/transparencia-memorias-institucionales,Sitio web sospechoso detectado
128,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,-1,http://vmpc.economiayfinanzas.gob.bo/modelos_c.asp,Sitio web seguro
129,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/modelos-de-reglamentos-especificos,Sitio web sospechoso detectado
130,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/manuales-guias,Sitio web sospechoso detectado
131,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vpsf/precedentes-administrativos-y-principios-de-derecho-administrativo,Sitio web sospechoso detectado
132,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/resoluciones-ministeriales-jerarquicas,Sitio web sospechoso detectado
133,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/evaluacion-de-la-gestion-de-las-finanzas-publicas-pefa,Sitio web sospechoso detectado
134,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vpcf/presupuesto-ciudadano,Sitio web sospechoso detectado
135,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/node/6619,Sitio web sospechoso detectado
136,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/form-subsidios-incapacidad-temporal,Sitio web sospechoso detectado
137,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/censo,Sitio web sospechoso detectado
138,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/inscripcion-programa-desempeno-institucional-financiero-cp,Sitio web sospechoso detectado
139,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/6646,Sitio web sospechoso detectado
140,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/9824,Sitio web sospechoso detectado
141,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/ejecucion-sector-publico-no-financiero,Sitio web sospechoso detectado
142,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/operaciones-efectivas-de-caja-consolidados-vtcp-,Sitio web sospechoso detectado
143,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/operaciones-gad,Sitio web sospechoso detectado
144,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/operaciones-gam,Sitio web sospechoso detectado
145,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/operaciones-efectivas-de-caja-universidades-vtcp-,Sitio web sospechoso detectado
146,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://economiayfinanzas.gob.bo/sites/default/files/2023-09/Manual%201986.rar,Sitio web sospechoso detectado
147,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/flujo-caja-tgn,Sitio web sospechoso detectado
148,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/inversion-publica,Sitio web sospechoso detectado
149,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/cuentas-corrientes-fiscales,Sitio web sospechoso detectado
150,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/notas-credito-fiscal,Sitio web sospechoso detectado
151,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/programa-fiscal-financiero,Sitio web sospechoso detectado
152,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/notas-credito-fiscal,Sitio web sospechoso detectado
153,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/deuda-externa-tgn,Sitio web sospechoso detectado
154,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/deuda-interna-tgn,Sitio web sospechoso detectado
155,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/6761,Sitio web sospechoso detectado
156,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/viceministerios/vtcp/deuda_cronogramas_pagos_eta_up_ultima_gestion,Sitio web sospechoso detectado
157,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/indicadores-de-endeudamiento-referenciales,Sitio web sospechoso detectado
158,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/recaudaciones-sector-economico,Sitio web sospechoso detectado
159,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/recaudaciones-totales,Sitio web sospechoso detectado
160,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/recaudaciones-aduaneras-capitulos,Sitio web sospechoso detectado
161,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,1,https://portal.sigep.gob.bo/index.php/2016/05/09/ley-financial/,Sitio web sospechoso detectado
162,1,-1,1,1,1,1,0,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,1,-1,-1,-1,-1,1,1,1,1,https://sigep.gob.bo/sigep_publico/faces/SFprEjecucionPresupuestaria;jsessionid=hV0Sj0-VcDDsP2GHBkc16oQjQ5btICDcIMKvJlf1k8aQ7N3lZ1-b!-432341052,Sitio web sospechoso detectado
163,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,http://vmpc.economiayfinanzas.gob.bo/coparticipacion_gobdepartamentales.asp,Sitio web seguro
164,1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,http://vmpc.economiayfinanzas.gob.bo/coparticipacion.asp?tipo=1&g=2014&flag=0,Sitio web seguro
165,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,http://vmpc.economiayfinanzas.gob.bo/coparticipacion_universidades.asp,Sitio web seguro
166,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,http://vmpc.economiayfinanzas.gob.bo/coparticipacion_prefecturas.asp,Sitio web seguro
167,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,http://vmpc.economiayfinanzas.gob.bo/financiera0.asp,Sitio web seguro
168,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,1,1,-1,http://vmpc.economiayfinanzas.gob.bo/EstFinancieros2023.asp,Sitio web seguro
169,1,0,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,-1,1,-1,http://vmpc.economiayfinanzas.gob.bo/reglamentoEstFinancieros.asp,Sitio web seguro
170,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/saldos-y-cuentas-fiscales-vpcf,Sitio web sospechoso detectado
171,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/asegurados,Sitio web sospechoso detectado
172,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/sistema_integral_de_pensiones_recaudacion,Sitio web sospechoso detectado
173,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/recaudaciones-sso-sip,Sitio web sospechoso detectado
174,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/jubilados,Sitio web sospechoso detectado
175,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/sistema_integral_de_pensiones_invalidez_y_muerte,Sitio web sospechoso detectado
176,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/fondos-sip,Sitio web sospechoso detectado
177,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/sistema_integral_de_pensiones_inversiones,Sitio web sospechoso detectado
178,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/renta-dignidad-beneficiarios,Sitio web sospechoso detectado
179,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/renta-dignidad-montos-pagados,Sitio web sospechoso detectado
180,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/sistema-de-reparto-rentas,Sitio web sospechoso detectado
181,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/compensacion-cotizaciones,Sitio web sospechoso detectado
182,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/devolucion-de-aportes,Sitio web sospechoso detectado
183,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/bono-contra-el-hambre,Sitio web sospechoso detectado
184,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/cartera-bruta-depositos,Sitio web sospechoso detectado
185,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/composicion-de-los-depositos,Sitio web sospechoso detectado
186,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/cartera-por-tipo-de-credito,Sitio web sospechoso detectado
187,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/cartera-regulada,Sitio web sospechoso detectado
188,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/cartera-en-mora-indice-de-mora,Sitio web sospechoso detectado
189,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/previsiones-cobertura,Sitio web sospechoso detectado
190,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/patrimonio-y-coeficiente-de-adecuacion-patrimonial,Sitio web sospechoso detectado
191,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/informacion_efemerides,Sitio web sospechoso detectado
192,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/notas-de-prensa,Sitio web sospechoso detectado
193,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/comunicados,Sitio web sospechoso detectado
194,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/instructivos,Sitio web sospechoso detectado
195,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/capsulas,Sitio web sospechoso detectado
196,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/medidas-para-impulsar-la-demanda,Sitio web sospechoso detectado
197,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/medidas-para-incentivar-la-oferta,Sitio web sospechoso detectado
198,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/spots,Sitio web sospechoso detectado
199,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/presentaciones-de-sr-ministro,Sitio web sospechoso detectado
200,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://drive.economiayfinanzas.gob.bo/index.php/s/rPdRa6trDWA3yZQ,Sitio web sospechoso detectado
201,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://drive.economiayfinanzas.gob.bo/index.php/s/Mi7fjTaRkpaBbTH,Sitio web sospechoso detectado
202,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/5581,Sitio web sospechoso detectado
203,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/transparencia-rendiciones-de-cuentas,Sitio web sospechoso detectado
204,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/transparencia-gestion-de-denuncias,Sitio web sospechoso detectado
205,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/sello-empresarial,Sitio web sospechoso detectado
206,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/form/solicitud-de-informacion,Sitio web sospechoso detectado
207,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/form/contact,Sitio web sospechoso detectado
208,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/search/node,Sitio web sospechoso detectado
209,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/sites/default/files/2024-11/ECO_BENI_2024_rev1.pdf,Sitio web sospechoso detectado
210,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/sites/default/files/2024-11/ECO-POTOSI-2024-REVISADA1.pdf,Sitio web sospechoso detectado
211,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/node/12989,Sitio web sospechoso detectado
212,1,-1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/sites/default/files/2025-01/BITACORA-38.pdf,Sitio web sospechoso detectado
213,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/node/12608,Sitio web sospechoso detectado
214,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://oficina.economiayfinanzas.gob.bo/,Sitio web sospechoso detectado
215,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,-1,-1,1,0,1,1,https://mail.economiayfinanzas.gob.bo/,Sitio web sospechoso detectado
216,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.justicia.gob.bo/files/vio/CONVOCATORIA_POSTULACION_SELLO.pdf,Sitio web sospechoso detectado
217,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/13044,Sitio web sospechoso detectado
218,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/13043,Sitio web sospechoso detectado
219,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/index.php/node/13042,Sitio web sospechoso detectado
220,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/notas-de-prensa,Sitio web sospechoso detectado
221,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/spots,Sitio web sospechoso detectado
222,1,0,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/periodico-bitacora-economica,Sitio web sospechoso detectado
223,1,1,1,1,1,1,-1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,1,1,https://www.economiayfinanzas.gob.bo/capsulas,Sitio web sospechoso detectado
